label,language,file_path,error_type,error_category,line,column,message,offending_symbol,source_line,feat_lang_C,feat_lang_CPP,feat_lang_Java,feat_type_LEXICAL,feat_type_SYNTAX,feat_type_NONE,feat_cat_MISSING_TOKEN,feat_cat_EXTRANEOUS_TOKEN,feat_cat_MISMATCHED_TOKEN,feat_cat_NO_VIABLE_ALT,feat_cat_UNRECOGNIZED_TOKEN,feat_cat_OTHER,feat_line_norm,feat_col_norm,feat_src_len_norm,feat_quoted_token_count,feat_msg_len_norm,feat_brace_balance_flag,feat_paren_balance_flag,feat_has_semicolon,feat_has_main,feat_hint_semicolon,feat_hint_semi,feat_hint_lbrace,feat_hint_rbrace,feat_hint_lparen,feat_hint_rparen,feat_hint_identifier,feat_hint_return,feat_hint_int,feat_hint_void,feat_hint_class,feat_hint_if,feat_hint_while,feat_hint_for,feat_hint_string,feat_language_label_norm
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,5,4,missing ';' at 'return',return,    return 0;,0,1,0,0,1,0,1,0,0,0,0,0,0.005,0.02,0.043333333333333335,0.2,0.07666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,EXTRANEOUS_TOKEN,6,0,"extraneous input '<EOF>' expecting {'(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'operator', 'virtual', 'override', 'final', 'explicit', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",<EOF>,,0,1,0,0,1,0,0,1,0,0,0,0,0.006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/Hello.cpp,SYNTAX,NO_VIABLE_ALT,5,4,no viable alternative at input '<<endlreturn',return,    return 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.005,0.02,0.043333333333333335,0.1,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,5,4,missing ';' at 'return',return,    return 0;,0,1,0,0,1,0,1,0,0,0,0,0,0.005,0.02,0.043333333333333335,0.2,0.07666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/Hello.cpp,SYNTAX,EXTRANEOUS_TOKEN,6,1,"extraneous input ';' expecting {<EOF>, '#', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', IDENTIFIER}",;,};,0,1,0,0,1,0,0,1,0,0,0,0,0.006,0.005,0.006666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,NO_VIABLE_ALT,5,4,no viable alternative at input '<<endlreturn',return,    return 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.005,0.02,0.043333333333333335,0.1,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,5,4,missing ';' at 'return',return,    return 0;,0,1,0,0,1,0,1,0,0,0,0,0,0.005,0.02,0.043333333333333335,0.2,0.07666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,6,0,missing '}' at '<EOF>',<EOF>,,0,1,0,0,1,0,1,0,0,0,0,0,0.006,0.0,0.0,0.2,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,NO_VIABLE_ALT,5,4,no viable alternative at input '<<endlreturn',return,    return 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.005,0.02,0.043333333333333335,0.1,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,5,4,missing ';' at 'return',return,    return 0;,0,1,0,0,1,0,1,0,0,0,0,0,0.005,0.02,0.043333333333333335,0.2,0.07666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/Hello.cpp,SYNTAX,MISSING_TOKEN,6,0,missing '}' at '<EOF>',<EOF>,,0,1,0,0,1,0,1,0,0,0,0,0,0.006,0.0,0.0,0.2,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NO_ERROR,CPP,samples/cpp/animal.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/animal.cpp,SYNTAX,EXTRANEOUS_TOKEN,21,5,"extraneous input ';' expecting {'}', '~', 'class', 'struct', 'union', 'enum', 'using', 'operator', 'public', 'private', 'protected', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', IDENTIFIER}",;,    };,0,1,0,0,1,0,0,1,0,0,0,0,0.021,0.025,0.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/animal.cpp,SYNTAX,MISMATCHED_TOKEN,27,17,"mismatched input '{' expecting {';', ','}",{,    void speak() {,0,1,0,0,1,0,0,0,1,0,0,0,0.027,0.085,0.06,0.3,0.13666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/animal.cpp,SYNTAX,EXTRANEOUS_TOKEN,30,1,"extraneous input ';' expecting {<EOF>, '#', '}', '~', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'public', 'private', 'protected', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', IDENTIFIER}",;,};,0,1,0,0,1,0,0,1,0,0,0,0,0.03,0.005,0.006666666666666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/animal.cpp,SYNTAX,MISSING_TOKEN,38,1,missing '}' at '<EOF>',<EOF>,},0,1,0,0,1,0,1,0,0,0,0,0,0.038,0.005,0.0033333333333333335,0.2,0.07333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/animal.cpp,SYNTAX,NO_VIABLE_ALT,7,4,no viable alternative at input 'stringnameint',int,    int age;,0,1,0,0,1,0,0,0,0,1,0,0,0.007,0.02,0.04,0.1,0.15333333333333332,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/animal.cpp,SYNTAX,EXTRANEOUS_TOKEN,32,12,"extraneous input ';' expecting {'(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'operator', 'virtual', 'override', 'final', 'explicit', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,int main() {;,0,1,0,0,1,0,0,1,0,0,0,0,0.032,0.06,0.043333333333333335,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
NO_ERROR,CPP,samples/cpp/arrays.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/arrays.cpp,SYNTAX,MISSING_TOKEN,24,26,missing ';' at 'row',row,    for (row = 0; row < 3 row++) {,0,1,0,0,1,0,1,0,0,0,0,0,0.024,0.13,0.11333333333333333,0.2,0.06666666666666667,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/arrays.cpp,SYNTAX,MISMATCHED_TOKEN,7,4,"mismatched input 'for' expecting {';', ','}",for,    for (i = 0; i < 5; i++) {,0,1,0,0,1,0,0,0,1,0,0,0,0.007,0.02,0.09666666666666666,0.3,0.14333333333333334,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/arrays.cpp,SYNTAX,NO_VIABLE_ALT,31,10,no viable alternative at input 'retun0',0,    retun 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.031,0.05,0.04,0.1,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/arrays.cpp,SYNTAX,EXTRANEOUS_TOKEN,24,35,"extraneous input ';' expecting {'(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'operator', 'virtual', 'override', 'final', 'explicit', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,    for (row = 0; row < 3; row++) {;,0,1,0,0,1,0,0,1,0,0,0,0,0.024,0.175,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
NO_ERROR,CPP,samples/cpp/enums.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/enums.cpp,SYNTAX,EXTRANEOUS_TOKEN,1,19,"extraneous input ';' expecting {<EOF>, '#', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', IDENTIFIER}",;,#include <iostream>;,0,1,0,0,1,0,0,1,0,0,0,0,0.001,0.095,0.06666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
FIX_TYPO_CLASS,CPP,samples/cpp/enums.cpp,SYNTAX,NO_VIABLE_ALT,10,20,no viable alternative at input 'enumclasDirection{',{,enum clas Direction {,0,1,0,0,1,0,0,0,0,1,0,0,0.01,0.1,0.07,0.1,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/enums.cpp,SYNTAX,EXTRANEOUS_TOKEN,27,32,"extraneous input ';' expecting {'(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'operator', 'virtual', 'override', 'final', 'explicit', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,    if (d == Direction::NORTH) {;,0,1,0,0,1,0,0,1,0,0,0,0,0.027,0.16,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/enums.cpp,SYNTAX,EXTRANEOUS_TOKEN,36,13,"extraneous input ';' expecting {<EOF>, '#', '(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,    return 0;;,0,1,0,0,1,0,0,1,0,0,0,0,0.036,0.065,0.04666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/exceptions.cpp,SYNTAX,MISMATCHED_TOKEN,8,12,"mismatched input '/' expecting {';', ','}",/,    retun a / b;,0,1,0,0,1,0,0,0,1,0,0,0,0.008,0.06,0.05333333333333334,0.3,0.13666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/exceptions.cpp,SYNTAX,NO_VIABLE_ALT,32,2,no viable alternative at input 'e',<EOF>,}e,0,1,0,0,1,0,0,0,0,1,0,0,0.032,0.01,0.006666666666666667,0.1,0.11333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_CLOSING_BRACE,CPP,samples/cpp/exceptions.cpp,SYNTAX,NO_VIABLE_ALT,32,2,no viable alternative at input 'e',<EOF>,}e,0,1,0,0,1,0,0,0,0,1,0,0,0.032,0.01,0.006666666666666667,0.1,0.11333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/exceptions.cpp,SYNTAX,MISMATCHED_TOKEN,8,12,"mismatched input '/' expecting {';', ','}",/,    retun a / b;,0,1,0,0,1,0,0,0,1,0,0,0,0.008,0.06,0.05333333333333334,0.3,0.13666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/exceptions.cpp,SYNTAX,NO_VIABLE_ALT,32,2,no viable alternative at input 'e',<EOF>,}e,0,1,0,0,1,0,0,0,0,1,0,0,0.032,0.01,0.006666666666666667,0.1,0.11333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/exceptions.cpp,SYNTAX,MISMATCHED_TOKEN,23,8,"mismatched input 'arr' expecting {';', ','}",arr,        arr[0] = 1;,0,1,0,0,1,0,0,0,1,0,0,0,0.023,0.04,0.06333333333333334,0.3,0.14333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/exceptions.cpp,SYNTAX,NO_VIABLE_ALT,32,2,no viable alternative at input 'e',<EOF>,}e,0,1,0,0,1,0,0,0,0,1,0,0,0.032,0.01,0.006666666666666667,0.1,0.11333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NO_ERROR,CPP,samples/cpp/functions.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/functions.cpp,SYNTAX,EXTRANEOUS_TOKEN,33,30,"extraneous input ';' expecting {<EOF>, '#', '(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,"    cout << add(2, 3) << endl;;",0,1,0,0,1,0,0,1,0,0,0,0,0.033,0.15,0.10333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/functions.cpp,SYNTAX,NO_VIABLE_ALT,6,14,no viable alternative at input 'retun1',1,        retun 1;,0,1,0,0,1,0,0,0,0,1,0,0,0.006,0.07,0.05333333333333334,0.1,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/functions.cpp,SYNTAX,MISSING_TOKEN,9,0,missing ';' at '}',},},0,1,0,0,1,0,1,0,0,0,0,0,0.009,0.0,0.0033333333333333335,0.2,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/functions.cpp,SYNTAX,NO_VIABLE_ALT,6,14,no viable alternative at input 'retun1',1,        retun 1;,0,1,0,0,1,0,0,0,0,1,0,0,0.006,0.07,0.05333333333333334,0.1,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NO_ERROR,CPP,samples/cpp/loops.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/loops.cpp,SYNTAX,NO_VIABLE_ALT,50,10,no viable alternative at input 'retun0',0,    retun 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.05,0.05,0.04,0.1,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/loops.cpp,SYNTAX,EXTRANEOUS_TOKEN,2,20,"extraneous input ';' expecting {<EOF>, '#', 'class', 'struct', 'union', 'enum', 'namespace', 'using', 'template', 'operator', 'virtual', 'override', 'final', 'explicit', 'friend', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'typedef', 'new', 'delete', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', IDENTIFIER}",;,using namespace std;;,0,1,0,0,1,0,0,1,0,0,0,0,0.002,0.1,0.07,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
FIX_TYPO_RETURN,CPP,samples/cpp/loops.cpp,SYNTAX,NO_VIABLE_ALT,50,10,no viable alternative at input 'retun0',0,    retun 0;,0,1,0,0,1,0,0,0,0,1,0,0,0.05,0.05,0.04,0.1,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/loops.cpp,SYNTAX,NO_VIABLE_ALT,48,4,no viable alternative at input '<<endl}',},    },0,1,0,0,1,0,0,0,0,1,0,0,0.048,0.02,0.016666666666666666,0.1,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADD_SEMICOLON,CPP,samples/cpp/loops.cpp,SYNTAX,MISSING_TOKEN,48,4,missing ';' at '}',},    },0,1,0,0,1,0,1,0,0,0,0,0,0.048,0.02,0.016666666666666666,0.2,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
NO_ERROR,CPP,samples/cpp/pointers.cpp,NONE,OTHER,0,0,,,,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
REMOVE_EXTRA_SEMICOLON,CPP,samples/cpp/pointers.cpp,SYNTAX,EXTRANEOUS_TOKEN,4,26,"extraneous input ';' expecting {'(', '{', '}', '[', '!', '++', '--', '+', '-', '*', '&', '~', 'class', 'struct', 'union', 'enum', 'operator', 'virtual', 'override', 'final', 'explicit', 'inline', 'static', 'extern', 'const', 'constexpr', 'volatile', 'mutable', 'register', 'auto', 'new', 'delete', 'this', 'nullptr', 'sizeof', 'throw', 'try', 'int', 'float', 'double', 'char', 'void', 'bool', 'short', 'long', 'unsigned', 'signed', 'wchar_t', 'string', 'if', 'while', 'do', 'for', 'switch', 'break', 'continue', 'goto', 'return', 'cout', 'cin', 'endl', 'NULL', 'true', 'false', HEX_NUMBER, OCTAL_NUMBER, FLOAT_NUMBER, NUMBER, CHAR_LITERAL, STRING, IDENTIFIER}",;,void increment(int* ptr) {;,0,1,0,0,1,0,0,1,0,0,0,0,0.004,0.13,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
